time,jst,open,high,low,close,volume
2025-07-15 13:00:00+00:00,2025-07-15 22:00:00+09:00,23036.6,23040.1,23033.23,23033.6,206
2025-07-15 13:01:00+00:00,2025-07-15 22:01:00+09:00,23033.48,23034.85,23028.73,23033.35,228
2025-07-15 13:02:00+00:00,2025-07-15 22:02:00+09:00,23033.35,23038.1,23032.1,23037.48,193
2025-07-15 13:03:00+00:00,2025-07-15 22:03:00+09:00,23037.48,23038.35,23031.73,23032.98,160
2025-07-15 13:04:00+00:00,2025-07-15 22:04:00+09:00,23032.6,23037.6,23032.6,23037.6,146
2025-07-15 13:05:00+00:00,2025-07-15 22:05:00+09:00,23038.6,23042.73,23035.1,23036.48,178
2025-07-15 13:06:00+00:00,2025-07-15 22:06:00+09:00,23036.6,23038.6,23035.73,23037.98,149
2025-07-15 13:07:00+00:00,2025-07-15 22:07:00+09:00,23037.85,23043.73,23037.48,23041.6,151
2025-07-15 13:08:00+00:00,2025-07-15 22:08:00+09:00,23041.6,23045.1,23040.1,23044.23,153
2025-07-15 13:09:00+00:00,2025-07-15 22:09:00+09:00,23044.48,23045.85,23041.98,23043.6,135
2025-07-15 13:10:00+00:00,2025-07-15 22:10:00+09:00,23043.35,23044.85,23040.85,23040.85,136
2025-07-15 13:11:00+00:00,2025-07-15 22:11:00+09:00,23040.85,23043.23,23038.35,23039.6,122
2025-07-15 13:12:00+00:00,2025-07-15 22:12:00+09:00,23039.48,23040.85,23038.1,23040.85,141
2025-07-15 13:13:00+00:00,2025-07-15 22:13:00+09:00,23040.85,23042.1,23039.98,23041.23,92
2025-07-15 13:14:00+00:00,2025-07-15 22:14:00+09:00,23040.98,23043.35,23038.98,23040.85,113
2025-07-15 13:15:00+00:00,2025-07-15 22:15:00+09:00,23040.85,23041.35,23033.6,23035.1,175
2025-07-15 13:16:00+00:00,2025-07-15 22:16:00+09:00,23035.1,23039.1,23033.85,23038.23,133
2025-07-15 13:17:00+00:00,2025-07-15 22:17:00+09:00,23038.35,23043.85,23038.35,23043.35,119
2025-07-15 13:18:00+00:00,2025-07-15 22:18:00+09:00,23043.35,23044.1,23041.6,23043.1,97
2025-07-15 13:19:00+00:00,2025-07-15 22:19:00+09:00,23043.1,23045.1,23041.6,23044.1,111
2025-07-15 13:20:00+00:00,2025-07-15 22:20:00+09:00,23044.23,23051.1,23044.1,23047.6,160
2025-07-15 13:21:00+00:00,2025-07-15 22:21:00+09:00,23048.1,23051.6,23046.6,23050.6,132
2025-07-15 13:22:00+00:00,2025-07-15 22:22:00+09:00,23050.6,23051.6,23049.1,23050.6,134
